,tokenID,name,image,animation_url,pot,pet,bark,leaves,fruit,numberOfFruit,groundCover,background
84,6385,Bonsai #6385,https://ipfs.io/ipfs/QmfCkiPGxL9chVhoUfEeSzyKmzRKEWpfS8QVAVPchYYFtz,https://ipfs.io/ipfs/QmenWZGjb5z7WESGvGUwuYMp8nS3JDiTYDAutfcW23xLYr,Sunset Clay,Mantis,Birch,Summer Simple,None,0,None,night
85,6386,Bonsai #6386,https://ipfs.io/ipfs/QmbSYyRh5UNQ8R7SMmaoThsFxYB5AsXZeWwPgvmLANRQmg,https://ipfs.io/ipfs/QmVb17uFm9BnHPKmsZY58EyrXMk5d4cuzheaLiuHfX7SVb,Blue Porcelain,Bamboo,Elm,Momo Maple,None,0,None,day
86,6387,Bonsai #6387,https://ipfs.io/ipfs/QmYkDfVKbyZxg4KoQXM8Aaaos1y5wQP2avai7dEncUW265,https://ipfs.io/ipfs/QmQeVZHbswLQy51n84SnnHuQTk8agMaJifzAJx3yjTw6W7,Red Plastic,None,Wenge,Summer Elm,Fuji Apple,11,None,day
87,6388,Bonsai #6388,https://ipfs.io/ipfs/QmTywgpr4zuS82c1utiTDpgHuajNiyZDgv7Bh8fh1dYfPB,https://ipfs.io/ipfs/QmbSVbKACm7XkNryfXs9ktQAPTEUj6BaJw3JgS2jseecMg,Modern Ash,Bamboo,Cedar,Sakura,Golden Apple,8,grass,night
88,6389,Bonsai #6389,https://ipfs.io/ipfs/QmbPavNkzPiwBZALVmFFgJqdo7sK8cnRTkJoW9j2ZkyW4r,https://ipfs.io/ipfs/QmX9RDqLN3VSEZouUxH8C9uBHtcZcjH2GoesiYBnzLwM9C,Emperor's Gold,Bamboo,Cedar,Yakisugi Maple,Cherry,14,hydrangea,day
89,6390,Bonsai #6390,https://ipfs.io/ipfs/QmPjqKcAtMR3r4denxEPDJdQxJ241tFDdKM7M7eFUGMMjD,https://ipfs.io/ipfs/QmWNmhMd7emFKzFpPUFE6w1NgmVA3ux31puBYUnT2KnAGG,White Porcelain,Magpie,Birch,Sakura,None,0,rock,day
90,6391,Bonsai #6391,https://ipfs.io/ipfs/QmeTun5SUkfpunBej1Ep1R6kDT5M4wFxoUrQijxaXGwpVV,https://ipfs.io/ipfs/QmYWjJbTW3dbdnLycXsAvtZiFi1wRdK3DAdseFhe4cMtMc,Red Plastic,Mantis,Golden,Winter Elm,None,0,kerria,day
91,6392,Bonsai #6392,https://ipfs.io/ipfs/QmYdNRYcrV7YEp95mchuHCzqgxCk7nSPTWxaWELpVv7vxs,https://ipfs.io/ipfs/QmWgwfkqmk5YShqFZfg9AcpSGcQgmhjQiNysMNc1nXPBUL,Red Plastic,None,Birch,Winter Elm,Golden Apple,10,None,night
92,6393,Bonsai #6393,https://ipfs.io/ipfs/Qmejy5UG2JLtboyQ5c6EJMJ98NrGc8YRjJEH73MraSP6oy,https://ipfs.io/ipfs/QmcqTLs8bvhXcBAxfXyRmf5C9ZoA3oaDjBj16BiPT2MuSd,Green Plastic,Bamboo,Birch,Summer Elm,Lime,10,grass,day
93,6394,Bonsai #6394,https://ipfs.io/ipfs/QmUFKxmEc4NB5SG3z3NcUyNzqJ2R9nriS1hc15rukZb4xF,https://ipfs.io/ipfs/QmaUeiXwGEsWw883VqMxTzvDTg4tH4HZHe69425BVGKstK,Red Plastic,Robin,Elm,Fall Simple,Old Seed,13,None,night
94,6395,Bonsai #6395,https://ipfs.io/ipfs/QmS1P7SvpcXs44q5Zi6p8hzMhsR5XKnywP1h26RCMTC6oW,https://ipfs.io/ipfs/QmQrCHDyDTS6FjNJX5283QDePpbj7JBjfXEY571i17vdbA,Sunset Clay,None,Wenge,Summer Simple,None,0,None,night
95,6396,Bonsai #6396,https://ipfs.io/ipfs/QmYBU6gmi66xHXEvqKSpzdwCXerpvc6FZSrNGxUV4Ljw3M,https://ipfs.io/ipfs/QmdcruKubACanducPAjkyHv3ioBAvESVjaVCb5kgeBHhgT,Modern White,Mantis,Golden,Summer Simple,Persimmon,13,None,day
96,6397,Bonsai #6397,https://ipfs.io/ipfs/QmSXkowgVUfTcTtESaQF7denDzeg2HrR3fwSZ2gDNtBRFF,https://ipfs.io/ipfs/QmZjonrMjEUUfnpeSxfkAsZNBtWCom6rJg13ufHE9Y4MVh,Sunrise Clay,Robin,Ancient,Yakisugi Maple,Young Seed,11,rock,day
97,6398,Bonsai #6398,https://ipfs.io/ipfs/QmVRUTJBCh2PQRUTAtrBbUSnpETkVwYphBo8zD7Fm1cp88,https://ipfs.io/ipfs/QmWDdK9VKgko5PTfSDrBp9niimCPJaUyFfXn6kfSg4hP6M,Green Plastic,None,Elm,Yakisugi Maple,Lemon,14,kerria,day
98,6399,Bonsai #6399,https://ipfs.io/ipfs/QmTaUFu6e6zvUevuRYgwKwLmdqr53HNDJ78HU2RQspiaKe,https://ipfs.io/ipfs/QmPgiLbameFTyxwLJbsYA3pyho47msMJ8Nxy84DXg9QB84,Modern Ash,Mantis,Wenge,Sakura,None,0,None,day
99,6400,Bonsai #6400,https://ipfs.io/ipfs/QmRwfGsuqyBiGeFZHYbVigbBiuyDvoiV2j6ihqR2okQR4E,https://ipfs.io/ipfs/QmUVnDK5c17mnwwAvQZdTwLes5G7zvyGHPPp3wh9gHdiSJ,Sunset Clay,Bamboo,Yakisugi,Winter Elm,Old Seed,5,kerria,day
0,6401,Bonsai #6401,https://ipfs.io/ipfs/Qmc5VCtt6UShWTcByqW88Bt8uCjzVfWMAFJ7poVbc75Q44,https://ipfs.io/ipfs/QmdBj46WqPX41vAUXiryZVz63evCoUFAHaZVBnLpji8eZq,Blue Porcelain,None,Wenge,Yakisugi Maple,None,0,rock,day
1,6402,Bonsai #6402,https://ipfs.io/ipfs/QmTuaAzem4KXYCR4GpRAr3Jvot5HAbiC4uLoMQsX5b5XCs,https://ipfs.io/ipfs/QmeiPmTwnSZ9rpcVb7nurkJkTCi2GMA9vseRkDKxKn7Wzs,Aged Terra Cotta,Magpie,Birch,Winter Elm,None,0,grass,day
2,6403,Bonsai #6403,https://ipfs.io/ipfs/QmXxKyJGkMadwbFUsuezass1YKG1nPsGf3h8f1Mxhq54Mj,https://ipfs.io/ipfs/QmcjYtUd4bhYKqijLChWLA1V2RmFAwCN74EU98WnXFndfP,Red Plastic,Golden Mantis,Yakisugi,Summer Elm,None,0,None,night
3,6404,Bonsai #6404,https://ipfs.io/ipfs/QmeV6LwrDowjqZQcywyn3yUkBELzbu8cChuYPopySCoTJC,https://ipfs.io/ipfs/QmTSL4AK3cQEPyTcNWueo8MH81Qhk1TVspQw8ZEWzF1MUT,Blue Plastic,Magpie,Yakisugi,Momo Maple,None,0,None,day
4,6405,Bonsai #6405,https://ipfs.io/ipfs/Qmb235p2uVLGRPrAj9UQEPJGkN4GHuE8N1uBNqkzR7CeTD,https://ipfs.io/ipfs/QmQ8en59Z8XqndGDKTXnmE4UH7NguqMgucckkZXBkNzsoX,Blue Plastic,ElderCrystal Mantis,Birch,Ancient Sakura,None,0,hydrangea,night
5,6406,Bonsai #6406,https://ipfs.io/ipfs/QmR3Vi4Q6R8MQnvy4LvL1ce2yhLCqseRq9jbg13Q4gYRrE,https://ipfs.io/ipfs/QmZ6kQbJdbrjvvup3fd918ALNuS4G8qpPmzxy8iHQfE6si,Red Terra Cotta,None,Wenge,Winter Elm,None,0,hydrangea,night
6,6407,Bonsai #6407,https://ipfs.io/ipfs/QmQHQxQJrCZFyTMokz5uKez6m9iB7g959VrG4oYrFQsqb3,https://ipfs.io/ipfs/QmPzC8msuK6SBzexVGqonuk9Z8mS2bviLNAmgmBtwBXZ2f,Sunrise Clay,Robin,Elm,Summer Simple,None,0,None,day
7,6408,Bonsai #6408,https://ipfs.io/ipfs/Qma61bRa92RSKqJuzwG5y3UXykioYCKgrUEWseAzG5BS61,https://ipfs.io/ipfs/QmdyTFR73RjptESE2xme3eiRfCqXHyYQaLVkieLYEi2i5y,Red Terra Cotta,None,Wenge,Summer Elm,None,0,None,day
8,6409,Bonsai #6409,https://ipfs.io/ipfs/QmdocXaVyTAcDuUEtcr5n1Rs3KfrgDCbtnGoQ2v2Mju2vV,https://ipfs.io/ipfs/QmdZmaoj5s5vXW2DciefztPXSdNFx6cyFK1YrZhv6AGjkD,Red Plastic,Mantis,Yakisugi,Summer Simple,Young Seed,11,None,night
9,6410,Bonsai #6410,https://ipfs.io/ipfs/QmfR95LwuqqG1dB3B7yjtKNJH2yNtaQB1q44dMpSy7hV9M,https://ipfs.io/ipfs/QmWrcEtFkjKE16BTVHabxJtYLgj5rADkLmEiDcBQe7iyRA,Modern Ash,Mantis,Elm,Sakura,None,0,None,day
10,6411,Bonsai #6411,https://ipfs.io/ipfs/Qmcepz7zJW2omZw2oCCbPGCBfnPLwWqNBX8acCemavM5Bx,https://ipfs.io/ipfs/QmRMfAUUSQxFmvD4TW2BW8URPmHSLjFXUPUY9k9brLPhRi,Red Terra Cotta,None,Cedar,Momo Maple,None,0,rock,day
11,6412,Bonsai #6412,https://ipfs.io/ipfs/QmcDaNJVDALBe92DWYqYm2K9nEU6f4nQ1wiEC9Z8bcJH5C,https://ipfs.io/ipfs/QmcH49r99rYSHJmFDZ9qSYQYHd1KjvssEB3Bs18vQJEh6A,Sunrise Clay,None,Yakisugi,Summer Simple,None,0,None,day
12,6413,Bonsai #6413,https://ipfs.io/ipfs/QmPuTpV3Ty2CHH9Ts8J3BstbQQBwCH3t68jJrbu49vK8WD,https://ipfs.io/ipfs/QmTGRh7J1dJaBtqkQDYUe3duPUXVdDkBCs1vpmLvsjQPch,Modern Ash,Bamboo,Yakisugi,Momo Maple,None,0,kerria,day
13,6414,Bonsai #6414,https://ipfs.io/ipfs/QmP5NZrhLMQqHzQuUYEqLj6vjF9puASCAQ4ac5nwNH9WVm,https://ipfs.io/ipfs/QmQZSsFwoHEo9qW3cTWSDX3Gd2R4mP8J8JJmZRk1Akpi6u,Aged Terra Cotta,Magpie,Elm,Golden Maple,None,0,None,day
14,6415,Bonsai #6415,https://ipfs.io/ipfs/QmcQJo3nGW1iYJSudEnNt72AbBWqhjydZXad8PnzNFnUsZ,https://ipfs.io/ipfs/QmbmrKNxQ4kZDazTqHbbVXvndjxLorYbLvvqUHtKS8bjqw,Modern White,Bamboo,Golden,Momo Maple,Fuji Apple,8,rock,night
15,6416,Bonsai #6416,https://ipfs.io/ipfs/QmaWcuUS8vJkQtuJzUehCjy7rnVzNhnPPtaQ28mPaJnRxE,https://ipfs.io/ipfs/QmdgtfYcMztbj9qtDToUy6488QkykfhhNMBUaUf1Hn2siJ,Sunrise Clay,Mantis,Elder,Sakura,None,0,grass,day
16,6417,Bonsai #6417,https://ipfs.io/ipfs/QmdjgtsKRSe9BuQRteznng6zArgYQFaGZypdBqyQXUAkx4,https://ipfs.io/ipfs/QmdcceSh99Rs5X6N11RtGhdezucpvi8b97wDqhJvNceFpi,Red Plastic,None,Cedar,Summer Simple,Young Seed,13,rock,day
17,6418,Bonsai #6418,https://ipfs.io/ipfs/QmSD8ctdtE8BAicKZJTszN3USKjiGpwUz1mkJa9vVrmp1Z,https://ipfs.io/ipfs/QmPXq1JgM81junc29mYr5uudPt48imnrufSxgSKPwijG5o,Green Plastic,Robin,Elm,Momo Maple,None,0,rock,night
18,6419,Bonsai #6419,https://ipfs.io/ipfs/QmYxSHXAvx6ozkmBQ2bfgSNwRJgo4RjVFg1jLA1sh5jhck,https://ipfs.io/ipfs/QmczRZxpqu4bYHa7ssD2auQ8MmHzXPi1145shRBbm9ixas,Aged Terra Cotta,Bamboo,Yakisugi,Golden Maple,None,0,None,day
19,6420,Bonsai #6420,https://ipfs.io/ipfs/QmeFZQzCNGB16qfHXbxAXeiQYFiou7PbzKRrvA82LaHeWg,https://ipfs.io/ipfs/QmSiUEdaFv4hKDX4RXjmZZqXQ5LfpdGhCKHiVL7Gb7nd48,Red Terra Cotta,None,Yakisugi,Red Maple,None,0,None,night
20,6421,Bonsai #6421,https://ipfs.io/ipfs/QmcXGHfAQNKscNT52Kor5mHKiZjFGafEuad4SfRaB76c54,https://ipfs.io/ipfs/QmP7LDYv4yK4foYEd8D6bXUu3FK57t3kTqUgv6SdodJxrX,Modern Ash,None,Birch,Golden Maple,Old Seed,8,grass,day
21,6422,Bonsai #6422,https://ipfs.io/ipfs/QmRLqEPoFY12ZPqmqmBZczxscvoLHCpp5KFknoeRdo2gRe,https://ipfs.io/ipfs/QmNqEx2C8a81Cou6C8VpiPYZbcNhoaNjVPkNn6551rPJKW,Blue Plastic,Robin,Yakisugi,Summer Simple,None,0,rock,day
22,6423,Bonsai #6423,https://ipfs.io/ipfs/QmfY9iAXCuQxaJ8PCxcyoQK1LVaojKKTJwJuRizzKbkGjw,https://ipfs.io/ipfs/QmeEthvvrkQqmLk29ygrxdbtbdtREwNJTQ7FsDNYZ43y5Y,Modern White,None,Elm,Yakisugi Maple,Young Seed,13,rock,day
23,6424,Bonsai #6424,https://ipfs.io/ipfs/QmTEZsNS9QENxgzseNQvxTMKsAcwMb7utdYGu49neyAaQ2,https://ipfs.io/ipfs/QmYYYieHEENcvS7N91mijvGXz22NwU3PVCN4DUp3o9dThT,Midnight Clay,None,Cedar,Summer Simple,Old Seed,11,None,night
24,6425,Bonsai #6425,https://ipfs.io/ipfs/QmdRy8ecxkdFS9LjZkFvSpd2Sm63V3n6NDNcxrwPbBp7bJ,https://ipfs.io/ipfs/QmatSqNazfN5HrSnM78QDbuG59TyCBhmvheJptK4efmiJN,Sunrise Clay,None,Elm,Summer Elm,Lime,12,rock,day
25,6426,Bonsai #6426,https://ipfs.io/ipfs/QmT9dUBY4czDXR2Z1Dvk5PAeNjxXoSjqu21FP2W48FyLr5,https://ipfs.io/ipfs/QmVcn9TJ9sx4TCGNidDK1qpvK5a9KCYsEh8pA8ggo8jmwQ,Midnight Clay,Robin,Wenge,Winter Elm,Cherry,16,grass,day
26,6427,Bonsai #6427,https://ipfs.io/ipfs/QmTqC4hgGj8Zp3TVkoe75D3cNJDUCbbu3k5qBC7RpUxhuJ,https://ipfs.io/ipfs/QmbsQdo5kYtTNgcWEoncPACs97buxmyAJDCqH4RBhEPKmY,Red Terra Cotta,Bamboo,Elm,Red Maple,None,0,None,night
27,6428,Bonsai #6428,https://ipfs.io/ipfs/QmVYx4EqCh8AL9UTwep2ij2dvGDT8nbDUgCxEDq73uXRYp,https://ipfs.io/ipfs/QmTEg6Ez9yR5Fi62uKN1N72dsCTwXZh1c2fZtxQRFqiEjh,Green Plastic,None,Golden,Summer Elm,Lime,14,None,day
28,6429,Bonsai #6429,https://ipfs.io/ipfs/QmUMuMhP3Ui51Y8xaogjuAMwvyuWo9AwA6NDG4DNh42X6G,https://ipfs.io/ipfs/QmXgcnv9TX3gPL8TjQK3rMZqwP1MYtur2FmxbjLb8bqUFA,Modern Ash,None,Golden,Red Maple,None,0,None,day
29,6430,Bonsai #6430,https://ipfs.io/ipfs/QmdaTFKQ1MUwACWSZV5ir5vnvNhqbruhVxFhWi9mRKHi21,https://ipfs.io/ipfs/Qma1gZUYvv1mbP9QJrtN9MFhhMSxskY9RjsHNkoyqjs8g2,Modern Ash,Mantis,Yakisugi,Yakisugi Maple,None,0,None,day
30,6431,Bonsai #6431,https://ipfs.io/ipfs/QmXWbjxwBCk8C7Mg4wwpF2ZXoRAzuGvHAtjHZjhShMxsr5,https://ipfs.io/ipfs/QmQ44xewdjaqEddMycUZCpZzasDUpN6affB7rfKJmVgBv5,Aged Terra Cotta,Bamboo,Wenge,Summer Simple,Golden Apple,10,rock,night
31,6432,Bonsai #6432,https://ipfs.io/ipfs/QmTttWh4yJMkGTDRTgjpZp3hrsrbPU68yD6HaNwdSzvsHu,https://ipfs.io/ipfs/QmPhbxWVs3XSfxnuKsbquwisKfPL1yqv5ex8u68BzG9aej,Red Terra Cotta,Magpie,Wenge,Summer Elm,None,0,grass,day
32,6433,Bonsai #6433,https://ipfs.io/ipfs/QmW5Mwsdzxwtt7goDs1F2JMhvWqijkcYzN3Kx5hA47CPtd,https://ipfs.io/ipfs/QmVuvJ9Xd3xVSHVDhWFuHkebR8sv8kruAST81jaVR7vXm7,Sunrise Clay,Mantis,Elm,Momo Maple,Old Seed,7,None,day
33,6434,Bonsai #6434,https://ipfs.io/ipfs/Qmd3W2L5ccytimK9m7B4KhmC4HYhwsyzoiPSUFYQ7wwR9Q,https://ipfs.io/ipfs/QmaSp6TheJErA269TLQiMSV8KNb4PM6mgX75xNqcxN9E5D,Sunrise Clay,Mantis,Elm,Red Maple,Yakisugi Apple,13,grass,night
34,6435,Bonsai #6435,https://ipfs.io/ipfs/Qmejdvb4ExdCdcymwbyZbtKwxSb89AbCoSxhdKHURJdVWv,https://ipfs.io/ipfs/Qmer4B6vSDaJt5LV82siJXQu1PfLt41cNB82pvoYA9fdyb,Blue Plastic,Robin,Elm,Yakisugi Maple,Young Seed,10,None,night
35,6436,Bonsai #6436,https://ipfs.io/ipfs/QmTfzSDUhKSMza6DfxoKyAqLeiMH4559JCMiry2oFiWUcr,https://ipfs.io/ipfs/QmdKZPkTUbMMbRmmBDQU29p56EmqQ9nPtKAq9z7ffbT3UK,Ancient Realm,None,Cedar,Winter Elm,None,0,rock,Space
36,6437,Bonsai #6437,https://ipfs.io/ipfs/QmX2KcThzJBbzY9sfAGCbPAoYou1vWe7wvaRjLTbh8krvM,https://ipfs.io/ipfs/QmYz6i1UvgH9cMSm3aewjzffrRg8kvpQS6mxC5C9s9HNxf,White Porcelain,Bamboo,Elm,Yakisugi Maple,Young Seed,10,None,night
37,6438,Bonsai #6438,https://ipfs.io/ipfs/QmcRFhrzG6CjEobrJSjmbqoSuEChfCfWEJvYUbCFaSo2zS,https://ipfs.io/ipfs/QmbzR4vzFHrt8xZj8rDxPkw9uAebaickn1XxRUPu6Jpude,Red Plastic,Bamboo,Cedar,Sakura,None,0,rock,day
38,6439,Bonsai #6439,https://ipfs.io/ipfs/QmPCmqqEtcihAkqVV33NBFetovivHaYRyKZNaErh28vw5T,https://ipfs.io/ipfs/QmewtdUWXdoH3jyqLYPiz8u54oPVUcHvsDj8uGmQsEBFQj,Emperor's Gold,None,Yakisugi,Fall Simple,Old Seed,8,None,day
39,6440,Bonsai #6440,https://ipfs.io/ipfs/QmZ9PUBx73M6WWwPP1iZ36DWunVvbZjYnX2d97Tq1h5Aff,https://ipfs.io/ipfs/Qmc9GjKuFVcADCuoG92Kex9jVWyymjXQjCFUy4xZVd3Rud,Aged Terra Cotta,Bamboo,Wenge,Sakura,Ancient Apple,8,rock,day
40,6441,Bonsai #6441,https://ipfs.io/ipfs/QmUQF9Sr7TvL5nRQjT3M1fZfuwuUDRBENvpuCjwgkiDsXP,https://ipfs.io/ipfs/QmeSVinK8763B2eGZaUkwCBk95RDzbhsSMP9RfNbVk7xW1,Emperor's Heirloom,Magpie,Cedar,Sakura,None,0,None,day
41,6442,Bonsai #6442,https://ipfs.io/ipfs/QmTDQNMpH2C8kwZ62mjhWVc4vY7PaxyJmxXc8pQfbL3FU5,https://ipfs.io/ipfs/QmSATHiBHBgCqdMkSufaRCdPcZs8YYa214Sc7fFCiop2d6,Sunrise Clay,Bamboo,Cedar,Summer Simple,None,0,hydrangea,night
42,6443,Bonsai #6443,https://ipfs.io/ipfs/QmRyGVdj2hJHVK7j3LZSwRptqV49VnAAEQDzh9sUtjtHnP,https://ipfs.io/ipfs/Qmdq2qneH1FmoECF9ddt7xs3AAPyrPGeuBmUh4p5awtNE1,Sunrise Clay,None,Elm,Winter Elm,Lime,6,None,night
43,6444,Bonsai #6444,https://ipfs.io/ipfs/QmbMTdpBodJGmzZX4jfmH3bxPyy62cKLFbbpgtYTHuBkQA,https://ipfs.io/ipfs/QmXnxzAgVeyS5DWxvhuaBUaqzox28rp7yofZdKfQ1g5Wgp,Modern Ash,Mantis,Birch,Fall Simple,Old Seed,11,None,day
44,6445,Bonsai #6445,https://ipfs.io/ipfs/QmXxyEcuT8cvgfSLXV8n2K2SqqCYxJexBRdV9teeBhWoqa,https://ipfs.io/ipfs/QmZPmgbLXPWWr2a6psj4Hu3YLxSvDLE7t8Afw6H7VBMXgy,Emperor's Heirloom,None,Cedar,Summer Elm,Lime,11,hydrangea,night
45,6446,Bonsai #6446,https://ipfs.io/ipfs/QmcT7yM3uTAnJjA2CMY2NiW1XtEmvzSkSkrEqZYP6s5DMx,https://ipfs.io/ipfs/QmWXZUB9WUcdETxbxgT831EtnaDAFtg4APMMs8RG9PQano,Midnight Clay,None,Birch,Yakisugi Maple,Old Seed,14,kerria,day
46,6447,Bonsai #6447,https://ipfs.io/ipfs/QmRE5jRMLc66LY3PHRAzTuSzRtBhYdXfy957zYwDNx6o3x,https://ipfs.io/ipfs/QmQLqowctcRcgRUMDGAX2NTAd4EBRh328qgAsxe3p4JxQh,Modern Ash,Bamboo,Elm,Red Maple,Peach,15,hydrangea,day
47,6448,Bonsai #6448,https://ipfs.io/ipfs/QmeyRS5JcbgG9vEXyziHWhL82VpY5i23VoaB2qQLdVwUqL,https://ipfs.io/ipfs/QmNYHLz5nVoHLiru3uBXn5Y11JBcb1TM8DH6Lz3rtGdEdu,Modern White,Mantis,Birch,Sakura,None,0,None,day
48,6449,Bonsai #6449,https://ipfs.io/ipfs/QmYDPqG5z3rSmQLHKnqyhBwZxSXnZgGpaMX1y1bAW36DbM,https://ipfs.io/ipfs/QmV6tRRK5sgEz4Zpy6PVdndwzqkQdssNM4Gaj7HXgJ14rT,Modern White,Robin,Birch,Summer Elm,Mutsu Apple,17,grass,day
49,6450,Bonsai #6450,https://ipfs.io/ipfs/QmTEpP9LxL8a1uR51CKMH7LrMKZrvE4B4vsYYLyGELcipJ,https://ipfs.io/ipfs/QmfJ4Pfed7LSiPmqtXQ2tu3QrPRawxkKaERLrVCyhKheyw,Yellow Plastic,None,Cedar,Fall Simple,None,0,rock,day
50,6451,Bonsai #6451,https://ipfs.io/ipfs/QmNzhUQKtjvGtm5ZWD4MFn63MARybUhCEk9kZT3jiEGr7X,https://ipfs.io/ipfs/QmeiR6mbK4LgjADFAB9aSCFxDAVQeQLkjLG11wnkLs9qxo,Aged Terra Cotta,None,Yakisugi,Momo Maple,Lemon,9,rock,night
51,6452,Bonsai #6452,https://ipfs.io/ipfs/QmSfhvJfmWTUK8ZZodGVug7mZT4AKmGzt5Qof9p58EXotw,https://ipfs.io/ipfs/QmT4gzAxwdMkz3ZA9ZJ2YFk9pUnkyQ5T3r4sYkEMft8N2X,Red Terra Cotta,None,Cedar,Yakisugi Maple,Old Seed,10,rock,night
52,6453,Bonsai #6453,https://ipfs.io/ipfs/QmWjDLamUpPsBx79KjyRfUdcSpv18CtrnVUFu2k25Vjoa5,https://ipfs.io/ipfs/QmXeD8fkZXCYX5sxN4mv6L4PizK2W13phgmKJW92XPUrH8,Sunset Clay,Magpie,Birch,Summer Elm,None,0,rock,day
53,6454,Bonsai #6454,https://ipfs.io/ipfs/QmXUYi5QAGs18mLawefiUfAjrvp3pzQ6ayTy7kD3AUxqkH,https://ipfs.io/ipfs/QmYgA8kEaTnDXTfEeg6hQPTDDzzEcmTtE3GmrcqujnTtp2,Red Plastic,None,Elm,Winter Elm,Lemon,14,rock,day
54,6455,Bonsai #6455,https://ipfs.io/ipfs/Qmevm2Ncw1wLMzCUuXqQhUKqrFywPchChENhw7f5P7vYgv,https://ipfs.io/ipfs/QmdbEbEtHcUq6kRUi55YeZdpB1P36SDjUScrxw1aUbnYte,Green Plastic,Golden Mantis,Wenge,Summer Simple,Old Seed,19,None,day
55,6456,Bonsai #6456,https://ipfs.io/ipfs/QmYDdYJbaHMychRpBzgFJo3JfdgDnrksh2R69fu6Zpx9wZ,https://ipfs.io/ipfs/QmSLvU8ybWhiaPp7PT82uVpcEvNKz82dYhBb6pDRDjBq7t,Aged Terra Cotta,None,Wenge,Momo Maple,Cherry,14,None,night
56,6457,Bonsai #6457,https://ipfs.io/ipfs/QmSAsD2RwJ4f3gBMe6TAj7LkN73d4cjkRFbYb5S1E1LhDf,https://ipfs.io/ipfs/QmSPcZMHJFdkMMBmSEHJKicGWi41xd55AZv5n3QpQProJC,Sunset Clay,Mantis,Elm,Fall Simple,None,0,kerria,night
57,6458,Bonsai #6458,https://ipfs.io/ipfs/QmYEsmZFVgnQmZ91BYTtS7ehTUJdGxibvozLhn3gkzWK8P,https://ipfs.io/ipfs/QmWgi7WHEoCEjCg1eBjEwtFRuuSftpjWUjYuNFGWRmUqu9,Modern Ash,None,Elm,Yakisugi Maple,None,0,None,night
58,6459,Bonsai #6459,https://ipfs.io/ipfs/QmQiuMpbN8chweo3rTq2PiaYXwcHzMGfgsLG7dRKpMSpEx,https://ipfs.io/ipfs/QmZWWqDWEzMzbMiv3bDG6aCHZJmuppoU4UPW5rwpKJFbJA,Ancient Realm,Mantis,Cedar,Summer Elm,None,0,grass,Space
59,6460,Bonsai #6460,https://ipfs.io/ipfs/QmPjqQauHbgkjT7iTAenQCGtKP5HfTrmyg79HhDrvSAV28,https://ipfs.io/ipfs/QmV7gk14NJWWyTYtnMaa3i3bErxo4M38cRaCc65ZbeKkSm,Blue Plastic,Magpie,Birch,Summer Simple,None,0,None,day
60,6461,Bonsai #6461,https://ipfs.io/ipfs/QmURgxJUktpFNsD2XCokqbuF6GZ5QEjr8EB4RWumnzXZ1w,https://ipfs.io/ipfs/QmNesKA1i21vott8onh3GMJvLM9U9SvSs6mVrAiGYcvq8L,Midnight Clay,Robin,Elm,Momo Maple,Fuji Apple,15,None,night
61,6462,Bonsai #6462,https://ipfs.io/ipfs/QmXU9HDa2aGQ7LKtPX9TRAcmD8FyoF9pFgt2Dj89ex4MFk,https://ipfs.io/ipfs/QmSRN9df2wAVuE9eJsAQ28pSx7DGYSfmAcL3vVvWoZ152p,Sunset Clay,None,Cedar,Yakisugi Maple,Lemon,12,hydrangea,day
62,6463,Bonsai #6463,https://ipfs.io/ipfs/QmNaRBxinfTiW94Tt1FK9FKuP9XRvTy9bBQpSsFGLpeeJs,https://ipfs.io/ipfs/QmSVPnzERriikGFE6HL46S4RkABPb18JGGxbHkr9xeAuW1,Yellow Plastic,None,Wenge,Winter Elm,Mutsu Apple,12,None,night
63,6464,Bonsai #6464,https://ipfs.io/ipfs/QmcdyW8h8GZmLpHX8BYwK6aL3Tukvo5ejauMxp5GpMX31v,https://ipfs.io/ipfs/QmNx5z2AUinSxGxx4RrigbXUn4Y3DjZ6ebTWs1suS3rUUS,Yellow Plastic,Mantis,Yakisugi,Yakisugi Maple,None,0,hydrangea,day
64,6465,Bonsai #6465,https://ipfs.io/ipfs/QmZyi6PvXdjq71FwYnh5gxvRTLNbajgzEqjTsP3yBg7btZ,https://ipfs.io/ipfs/QmePLeiSVQYQ79YBJJ7Gia2sbh9cp92PuPNjwNemLDPtVe,Red Terra Cotta,Mantis,Yakisugi,Red Maple,None,0,kerria,night
65,6466,Bonsai #6466,https://ipfs.io/ipfs/QmQXCQDnt9dFhx18o3Z77WUazwtj1Yz1PSkGLhzv1qihN9,https://ipfs.io/ipfs/QmS1NChUgdp5UX1qKfbHE7oW5HMaVz4sDaxN5Xs6PTzp5f,Modern Ash,Bamboo,Wenge,Yakisugi Maple,Golden Apple,9,None,day
66,6467,Bonsai #6467,https://ipfs.io/ipfs/QmcRKFPJNT72hqPd2fzSmUQoZgC2ovhM3Bm2CEqstqzTgb,https://ipfs.io/ipfs/QmccYk1zYosirbLmochqB9mws4PtfsTZJLwRGybze6aqGn,Sunrise Clay,Bamboo,Elm,Momo Maple,None,0,rock,day
