,tokenID,name,image,animation_url,pot,pet,bark,leaves,fruit,numberOfFruit,groundCover,background
0,1,Bonsai #1,https://ipfs.io/ipfs/QmUM3JD5nPJCvRXHDk6ALuhd4a4Y1LCFYC1buE1QG2DivH,https://ipfs.io/ipfs/QmaefCX5771DcRBb9W4nwzD3BfGQyAg42WKPRxtrDbGXLA,Modern Ash,Golden Mantis,Birch,Red Maple,Ancient Apple,12,None,day
1,2,Bonsai #2,https://ipfs.io/ipfs/QmcVedgC31BsLAZaKiCTN8n8U7FADrWZ5fxLCvCcp81BL3,https://ipfs.io/ipfs/Qmbuw8iGebyHUduR75DZSQJst3BgxT3sF6k9D1e7zoJyLM,Midnight Clay,Robin,Yakisugi,Yakisugi Maple,Old Seed,13,rock,day
2,3,Bonsai #3,https://ipfs.io/ipfs/QmWKij6omUn5Kspc6xUv2ALTh9CB57ZERLuFLjZzt8hJMq,https://ipfs.io/ipfs/QmY7w26GooTd9DSbaKC3MQ17EVGaWBue5dRYWwZZXSE14S,Yellow Plastic,Magpie,Wenge,Yakisugi Maple,Old Seed,13,kerria,night
3,4,Bonsai #4,https://ipfs.io/ipfs/QmS5vNozUj9sMBjhNsZwTV77Udfj8EtzA55pCzDY7CVY12,https://ipfs.io/ipfs/QmP2hcVUAGfuhDehLpryMbcb7WEbdydLJvdseMWqeFmRnY,Yellow Plastic,Bamboo,Golden,Yakisugi Maple,None,0,rock,day
4,5,Bonsai #5,https://ipfs.io/ipfs/QmNuc9ddPUdJ9QGpi7yzcoBsJoYoxrUxZyGrrZRzqfPCR4,https://ipfs.io/ipfs/QmQ4WjhPCmJHgfvp3YxwgiYDoYsMMjznnLWb4ikdL2ZzyT,Modern White,Magpie,Cedar,Sakura,None,0,kerria,day
5,6,Bonsai #6,https://ipfs.io/ipfs/QmdqDbfrEowTpmrJwA9sAkFsxu6FvwseLEZEe1yRtcdegy,https://ipfs.io/ipfs/QmUzZGUGBxmCk7p6rN6cH6D7EJvNYjj5FMC6AtwNw5armm,Midnight Clay,Robin,Golden,Yakisugi Maple,None,0,rock,day
6,7,Bonsai #7,https://ipfs.io/ipfs/QmetWysNXY1rX6E28eSL9ptPo33GpwLw7fBnK47gVFgoEc,https://ipfs.io/ipfs/QmdSfiTc79WyZozfxs2fJeNL8ER6ZYLXW27jmf2gEpm9GN,Ancient Realm,Golden Mantis,Cedar,Summer Simple,Lime,11,None,Space
7,8,Bonsai #8,https://ipfs.io/ipfs/QmQaECjXKX4kRA7fxHQu4xTXArK2m7mvR8VjW88AoMqRxq,https://ipfs.io/ipfs/Qmf42HjCuhPHS5Snd5KU1t6tpVVskYZ6PfHvHf1T56Vftr,Yellow Plastic,Magpie,Elm,Yakisugi Maple,None,0,rock,day
8,9,Bonsai #9,https://ipfs.io/ipfs/QmXmanrGifCschT2pJ2hJPa8CtLxokk4YYVNTZRNMLe8bE,https://ipfs.io/ipfs/Qmbn3LUFrMkpPPnpvhEPXj6WzsnH9qa9NxmdKZdKWe5RB5,Sunset Clay,Magpie,Birch,Sakura,None,0,grass,day
9,10,Bonsai #10,https://ipfs.io/ipfs/QmYukkL3TWQU8QMJSmcmUXhagDJPfitgSTebjf8M64JbwF,https://ipfs.io/ipfs/QmVwof5QtJbmNWS6KKN5uSNqBjCnRMqWvv5rjw2moNfrzk,Red Plastic,Mantis,Golden,Red Maple,None,0,hydrangea,day
10,11,Bonsai #11,https://ipfs.io/ipfs/QmWeBkXnz11ZG3rtUAXY2aZgXUofm82yzPXMzUdJGNeGmq,https://ipfs.io/ipfs/QmNiNtYUYkRRdjYPasuLmKG5dbceEwY63S2kKP175iwTuX,White Porcelain,Robin,Golden,Summer Elm,Lime,11,grass,day
11,12,Bonsai #12,https://ipfs.io/ipfs/QmZYWxknqSuJZeuFS1mRc6EKGdJdiSje32eaZgHaRKkgZB,https://ipfs.io/ipfs/QmRX1Exn8Fdm73GwXBwRsgZRSGypqfVVJTY67g33o8jPHj,Red Terra Cotta,Golden Mantis,Golden,Yakisugi Maple,None,0,rock,night
12,13,Bonsai #13,https://ipfs.io/ipfs/QmZGeGZpPikM8pJ3haEbuFsGE43sMHeFYeWabEThjoTFN7,https://ipfs.io/ipfs/QmamdoEJwstrBvTVNyfjXDptEiGe7F36pYbY3ji2qdHxNk,Red Terra Cotta,Magpie,Elder,Red Maple,None,0,hydrangea,night
13,14,Bonsai #14,https://ipfs.io/ipfs/QmR3Qh8Xf4j9kcoF8jNS9UWQESkJzsbXq7fgvLNkuv2SHj,https://ipfs.io/ipfs/QmQkdSTzxfqJAG9CPytwuGSTaKFfCE6HmTHLuaQee9EoEr,Sunrise Clay,Robin,Birch,Fall Simple,Old Seed,10,rock,day
14,15,Bonsai #15,https://ipfs.io/ipfs/Qmdax6FuVyj5Wi1ETuWriid41a4Y7Z1GjJie7m65Tc3fLr,https://ipfs.io/ipfs/QmWwKwnsFcjzXS2oEm9c68cXXrEpnM6FMcq2wD1y3W917e,Sunrise Clay,Mantis,Yakisugi,Ancient Sakura,None,0,kerria,night
15,16,Bonsai #16,https://ipfs.io/ipfs/QmQh1hbBWvtPZtFk4M4moR8XWrqeSPuNspsj5v5UaA9EFt,https://ipfs.io/ipfs/QmWnmkJoNTRthqHu1K5WkgibYd55Nx7KfgS8FbsWY7A5P6,Modern White,Robin,Golden,Winter Elm,Cherry,12,hydrangea,day
16,17,Bonsai #17,https://ipfs.io/ipfs/QmU4gXNaSkc7eg3REX5AKS9UpmAmF5a81ntAMEZNJQV8rZ,https://ipfs.io/ipfs/QmNXVqB7U2rDHeXqqp881iZiL2JaSZBxUPRimbuawv8c9H,Midnight Clay,Bamboo,Cedar,Golden Maple,None,0,kerria,day
17,18,Bonsai #18,https://ipfs.io/ipfs/QmcRXgb9adydfhVEaiNbEAwejAjMJiUXPnjn4Yh1yLrKkX,https://ipfs.io/ipfs/QmWFeNqYEeK9t4FdTSz42zQm37VSWugxzQZCT6ELQdXLsg,Aged Terra Cotta,Magpie,Birch,Summer Simple,Old Seed,13,rock,night
18,19,Bonsai #19,https://ipfs.io/ipfs/QmdJ5Z3RoMhkTxwHvsc5oGqnmxSBovD2FYMYdwBTekLhSd,https://ipfs.io/ipfs/QmP5XdoCV3ZWBVKU7P8gYYjNwV2bcyiMq7BZKbYZfVGThS,Aged Terra Cotta,Magpie,Cedar,Yakisugi Maple,Mutsu Apple,5,None,night
19,20,Bonsai #20,https://ipfs.io/ipfs/QmWYVNDX4Xi1wc2QqDqaPgJBYSQMnTt9s43rsKVGdeYfTk,https://ipfs.io/ipfs/QmbLBgbTHc2C7nFnXyPF199a3mPh2zb91ZqXapKNhHbLdP,Ancient Realm,Mantis,Wenge,Sakura,None,0,rock,Space
20,21,Bonsai #21,https://ipfs.io/ipfs/QmP7QzXEgWfBS6cmw6UjY5x5VHUu5Vx5syHjoKuXCHqXYQ,https://ipfs.io/ipfs/QmdVi4ftGJz6VE5sm7Xb5ZnXua6J8cR5mn2SNqjnu9pBet,Blue Plastic,Mantis,Yakisugi,Winter Elm,None,0,hydrangea,day
21,22,Bonsai #22,https://ipfs.io/ipfs/QmTLB19UezDjX23FZk3C6NUKXqRfRZY31HzVkEqjnqVkMY,https://ipfs.io/ipfs/QmfUKMJRwvirHweNDsgHkXCvMftbu1z6y2sJy8ZAXE9ttQ,Red Plastic,Robin,Cedar,Red Maple,Peach,14,grass,night
22,23,Bonsai #23,https://ipfs.io/ipfs/QmfYDQXY2nkEevPY4U6xGddpWaLGf22euyTUUGtVdUzouN,https://ipfs.io/ipfs/QmdH51FYE4pnnxPnV7LL57UnJunVRWzi4uFNkUiFuN4ufK,Red Terra Cotta,None,Elm,Summer Simple,Old Seed,10,grass,day
23,24,Bonsai #24,https://ipfs.io/ipfs/QmQQFmiAjq4LJg3od8gBhbwsqfbL4horNsFQgeafJWrQ5m,https://ipfs.io/ipfs/QmbXCt45ZDXtXvCD4G1jy477a4Y62VU7ck5zAxkpTFi9C8,Ancient Realm,Bamboo,Wenge,Sakura,None,0,None,Space
24,25,Bonsai #25,https://ipfs.io/ipfs/Qmd8CGtbFopJRF7upo47KMepdZduzo1JjdwA1962mkdMyD,https://ipfs.io/ipfs/Qmd6uc5aBJHd3ThndsifxiqLE1E77WoH4MP6qko8QksVtX,Red Plastic,Bamboo,Wenge,Red Maple,Young Seed,11,kerria,night
25,26,Bonsai #26,https://ipfs.io/ipfs/Qmex6Us9oTUf2DLJprWD4gvthHuhWx8TGNkRv7coCgN8k4,https://ipfs.io/ipfs/QmcNAdtTMGMvvbjmyHv6fesVyL6tEAkRZmmrS3KmnQJkDC,Aged Terra Cotta,Robin,Elm,Winter Elm,Yakisugi Apple,7,None,night
26,27,Bonsai #27,https://ipfs.io/ipfs/QmPJ1gULHvV848psMGEGxRBcu6rv4z4K4h3hYpEDgoqmK4,https://ipfs.io/ipfs/QmR57wvEA97mjq7ZY7YquFkAXoUzNytR81aGjsLohEotRp,Blue Porcelain,Robin,Cedar,Sakura,None,0,None,night
27,28,Bonsai #28,https://ipfs.io/ipfs/QmZa2pudNywaZd9c8iBCfznRjkwzzttvezxWDPxm4NgKL9,https://ipfs.io/ipfs/QmdcbXbWFcLSyZHYvmnEscySUM1bPdBDkH88fTstYHzeeq,Modern Ash,ElderCrystal Mantis,Yakisugi,Golden Maple,Young Seed,15,rock,day
28,29,Bonsai #29,https://ipfs.io/ipfs/QmTMz4V6RhwZp6phFbB9zswtfbp1Az89W2jtGJtFnjewwY,https://ipfs.io/ipfs/QmX4fnuB4o7vpGSnmpKrSVWEBidPN3gYKGzLqvQRKUB5dF,Midnight Clay,None,Birch,Summer Elm,None,0,rock,day
29,30,Bonsai #30,https://ipfs.io/ipfs/QmbVz7CfgsaM3ePdHc8TVtEL7WYZ46CbzRs9yAep8D6m6M,https://ipfs.io/ipfs/QmXnB2KBnBeYwD2dixBpCfKuSzYfwhtK6yAZHJagNXyuiN,Red Terra Cotta,Golden Mantis,Cedar,Momo Maple,None,0,grass,day
30,31,Bonsai #31,https://ipfs.io/ipfs/QmNQX6t9sekVEDSTV4GJkDdoEXaD7sq5cNuFAdhAfqJNs8,https://ipfs.io/ipfs/QmViSr5Qh3tz1o3E9b2MX3zvKN7DZLjEs6nwESyUGBu8a6,Red Terra Cotta,Mantis,Yakisugi,Fall Simple,Cherry,7,hydrangea,day
31,32,Bonsai #32,https://ipfs.io/ipfs/Qmc3BxdQ52hxCJKuri7JR4JUjD8ubGfZTCJxmBtrfZVfzP,https://ipfs.io/ipfs/QmP9HaMqXGdTtfhyKemEH2eSaLryTeZCQeju9V29oPVagw,Blue Plastic,Mantis,Yakisugi,Summer Simple,None,0,rock,night
32,33,Bonsai #33,https://ipfs.io/ipfs/QmUyJATgWvXoB5d5JXDEoEiC2saALgzsWeUuLxURmXDwNC,https://ipfs.io/ipfs/QmeBWUnJCZzyWRYBRWunk3vrYaq6RywtfRfjdMkfVYbj61,Sunset Clay,Mantis,Golden,Summer Simple,Young Seed,9,rock,day
33,34,Bonsai #34,https://ipfs.io/ipfs/QmasMJ8thD8ijQT2dmmHAmBaoKb4qLEvJkACGBxRPkyfu6,https://ipfs.io/ipfs/QmTKWSS8CLydDMz5SEtm81NcvWH8gc8HDBhb4Sj9tDMVwn,Modern Ash,None,Elm,Sakura,None,0,rock,day
34,35,Bonsai #35,https://ipfs.io/ipfs/QmXpH8DtowgGU9sG488qj5DQ3SbtQjSKhRR7GSDBLKK8dp,https://ipfs.io/ipfs/QmRzaprnBnqeFDQkG5jxTeiooYodSKLfNW8r3VUqdjoZiL,Modern White,None,Birch,Summer Simple,None,0,hydrangea,day
35,36,Bonsai #36,https://ipfs.io/ipfs/QmQG9VgnjZFLTGxz92hBxDPWadFLzRmHedvnFu7P2k4Qb3,https://ipfs.io/ipfs/QmdCovVaE2XR65Ym4mRXgvJvDroDGmRjtdmiV2xLPcfeLf,Sunset Clay,Golden Mantis,Yakisugi,Winter Elm,None,0,None,day
36,37,Bonsai #37,https://ipfs.io/ipfs/Qma4pXj6cNBfjQpEDafaUHSShEM1D4iBTBVGp9Kxwre4k4,https://ipfs.io/ipfs/QmeAywmPYmuAqxtcJwCgsaQcG79MRq6eQ9d5SYnt9c5m6Y,Emperor's Heirloom,None,Birch,Momo Maple,Orin Apple,10,None,night
37,38,Bonsai #38,https://ipfs.io/ipfs/QmX6wFGXnJK8CTrbrHk4YJ2XeNwsBWZJahqdT5EhYLFegt,https://ipfs.io/ipfs/QmbEuiK5Qtd6qh3tR1GfXpNv5DkFf3XuJJUzMKnoxC4Guf,Blue Porcelain,Golden Mantis,Elm,Red Maple,None,0,grass,night
38,39,Bonsai #39,https://ipfs.io/ipfs/QmVGJPHLZdtQASMf7Ynqdacjix1vNuzXoG6N9v6Zu5Lc58,https://ipfs.io/ipfs/QmbuX3sEYfL38dnTv5iqguRftFMxjQhLGu6QZqaUJmkEL8,Aged Terra Cotta,Magpie,Elm,Yakisugi Maple,Cherry,11,hydrangea,day
39,40,Bonsai #40,https://ipfs.io/ipfs/Qme5Hm7xNA79WsgEtKLc2YvbmK6wSqpRtvDiFNd31civqE,https://ipfs.io/ipfs/QmRdYCTnCJv8LMndCvpgn62v3wYPTdpyiJAsGudNfkiS2a,Green Plastic,None,Birch,Momo Maple,None,0,None,day
40,41,Bonsai #41,https://ipfs.io/ipfs/QmZMDYVG2VUdXGTVsfvm95uDF7YQT45wG1j5hNDdgVUAuT,https://ipfs.io/ipfs/QmYsLzoyUzts826VFbMoHNw6Ag8safewcK4tQVRXJ7fxta,Blue Porcelain,Magpie,Birch,Winter Elm,Cherry,14,grass,day
41,42,Bonsai #42,https://ipfs.io/ipfs/QmYZtfZuETRsJKkJ7Q1VccTYHbX5aHKBEZGq6AiHAhfsbk,https://ipfs.io/ipfs/QmeYxfBLXczmuow1ni8bYMwgVRfER3dV67ANC5oEq9dBGV,Yellow Plastic,None,Golden,Fall Simple,None,0,grass,night
42,43,Bonsai #43,https://ipfs.io/ipfs/QmZdgTuH9UnUL6YBAn5SvW717NeVyJyghRzZyQ2z6wwCdC,https://ipfs.io/ipfs/QmPumoGEd6nR1hemn8ApzjsBoENz1jdGRhZhJ1svWVF3SK,Aged Terra Cotta,Mantis,Wenge,Yakisugi Maple,None,0,hydrangea,night
43,44,Bonsai #44,https://ipfs.io/ipfs/QmR2LmEuTfqwFYiJSb7K6BEoCdpAyuDx9NJvMZFpJinpLF,https://ipfs.io/ipfs/QmZaY2Gc5P2fBaZWC3LQ7ZEkzCy1GBJ5uGbhkU2aMk7faM,Sunset Clay,Bamboo,Birch,Winter Elm,None,0,rock,night
44,45,Bonsai #45,https://ipfs.io/ipfs/QmYwMpPtpfYVDpn5DqnQUCCvkZ6UffYJ9bEdasAKXwYgc6,https://ipfs.io/ipfs/QmceCjr2EiKkGwY4YtYMTc8ceCXsWam3vzBQaGauxP3z4V,Midnight Clay,None,Wenge,Red Maple,None,0,grass,night
45,46,Bonsai #46,https://ipfs.io/ipfs/QmWosubWXQ4vV2mQmpRVc65dkDU1asYRRky7HSSqtYtzGF,https://ipfs.io/ipfs/QmcePV3LydLmgG1MpnPwG2ppr1LyNKQdbMuJZFJzNVhEnq,Blue Porcelain,Mantis,Elm,Winter Elm,None,0,rock,day
46,47,Bonsai #47,https://ipfs.io/ipfs/QmZDqzjHwo9giKccH3J5SDh3GP5KQUp31aax29nFNjVe9M,https://ipfs.io/ipfs/QmZshsK8ubRxJAmeLKAGB4yGKaGpoAZEhPyU4BA5KLkpSJ,Blue Porcelain,Magpie,Wenge,Momo Maple,None,0,kerria,day
47,48,Bonsai #48,https://ipfs.io/ipfs/QmawHBzHrXr7nPfcWuY56CsF51XbjXqEUv6HZpkrydDjRR,https://ipfs.io/ipfs/QmdxUBgpkpiZJoEGc12HbHrsvce84fzUnB7DpSv6UEsvTw,Blue Porcelain,None,Elm,Winter Elm,Lime,12,None,day
48,49,Bonsai #49,https://ipfs.io/ipfs/QmT18xdvdoqvVEjXwLbJbY6XjJhtbqhsciLUuoiiPaULbw,https://ipfs.io/ipfs/QmVVWteFeTu18DdqmWLwohLydu2jBaBNuMtYGHBkS1z9Di,Aged Terra Cotta,Bamboo,Ancient,Winter Elm,Old Seed,18,rock,day
49,50,Bonsai #50,https://ipfs.io/ipfs/QmaCEgjmkYiLfy4932SWd3Yx3YiXmyaNRNrBNiZJoub2NB,https://ipfs.io/ipfs/QmYcttQndT31fN55Rk8WGuBhkfMNeydS8jJ9YQPMg9DPKf,Modern Ash,Magpie,Golden,Summer Simple,Lime,12,grass,day
50,51,Bonsai #51,https://ipfs.io/ipfs/Qmb3H9DnDqSi9WpdzXG19TGxpUi9jd4gbQ6NxpPwvuMEEH,https://ipfs.io/ipfs/QmQRzRcN89zpFZ6zQrE6UAXUPqrpXzaSwqd3b6FynrnruG,Red Plastic,Bamboo,Elder,Summer Simple,Fuji Apple,14,rock,day
51,52,Bonsai #52,https://ipfs.io/ipfs/QmZaUHMkSJakmaBdbmR2bVCcbKi1K1F9rTRbqmATdQZBRT,https://ipfs.io/ipfs/QmVht3eWC6GVCif7j73zhv2TsxoFirirDMaY7TXcaUNatB,Aged Terra Cotta,None,Cedar,Sakura,Golden Apple,9,None,night
52,53,Bonsai #53,https://ipfs.io/ipfs/QmT713T3TaYmQg4idhEk4FgPhuZU3A5megocz35whFEztN,https://ipfs.io/ipfs/QmRmB4kXvMnXpKL5KjR8Rp1C2Q82crczum2vVrVCLZHwB5,Red Plastic,Magpie,Elm,Fall Simple,Young Seed,12,kerria,day
53,54,Bonsai #54,https://ipfs.io/ipfs/QmdCnpcLEJWDWaDQYf6FhftcKApMMhN1XuvvcpaWbLMK5y,https://ipfs.io/ipfs/QmVMGwY7KW1TH8rLfzcQzyb7pqyEZzPmco44f1fVAuAX1W,Blue Plastic,Magpie,Birch,Summer Elm,None,0,grass,day
54,55,Bonsai #55,https://ipfs.io/ipfs/QmSBBVtP5tADt38TH4dmU4XAaBK7cuNCQWM6KeQJ2ja4EQ,https://ipfs.io/ipfs/QmV8CT2WZPf62zQACqBtb3ihVbWa72gWMDLBYhaZzeAmUd,Red Terra Cotta,None,Golden,Sakura,Persimmon,18,grass,day
55,56,Bonsai #56,https://ipfs.io/ipfs/QmXBxkVQthQJJAMu2X6P2LYHBnmFavm6aA9mx8nYXgCMz9,https://ipfs.io/ipfs/QmUVch36Zu8xHmHKoPhpyqDmfcZjB2XXCrhZYpxKQJs8V6,Aged Terra Cotta,Magpie,Golden,Fall Simple,None,0,None,night
56,57,Bonsai #57,https://ipfs.io/ipfs/QmThD8GCidkKcbCLgGmddEejcwo4RETKCj5yTAGQ6mpMM3,https://ipfs.io/ipfs/QmPHdSGnajHT2cMrohaavGxqDhxoAtwKDN1bCVAAJJLNPX,Yellow Plastic,None,Ancient,Fall Simple,Peach,17,kerria,night
57,58,Bonsai #58,https://ipfs.io/ipfs/QmRcbZrwcHV7dFaZwVjMFCSg8rMvqQa8GLh4qrE6vUk5MQ,https://ipfs.io/ipfs/QmNfKkKZCQV1rejKk6aLMGZhJdAG5XcHBGHBZ7rb15PV9M,Blue Plastic,Mantis,Yakisugi,Fall Simple,Lemon,17,rock,night
58,59,Bonsai #59,https://ipfs.io/ipfs/QmYPLZeTbVNV8N7W4h3ri8gYbCncqzwNT4aPU1vK7Bd5ta,https://ipfs.io/ipfs/QmXdMhG6pP3chXLdSs8qC9VBruHC8a3G9g1P5WkNk3JGaL,Yellow Plastic,None,Wenge,Red Maple,None,0,None,day
59,60,Bonsai #60,https://ipfs.io/ipfs/QmY6g5iGWMk1A6cZouw3fsYTMAeyThD1LrQgpvgTxG2UxM,https://ipfs.io/ipfs/QmQYbWqzCpqMiqsqm7NLMrupU68aifhzUGKrQCBuWb5tgz,Modern White,Bamboo,Birch,Yakisugi Maple,Lime,19,kerria,night
60,61,Bonsai #61,https://ipfs.io/ipfs/QmeymX3UcQJGRSGw4m17YUAqRUAYk2ppo5hwwH1sVsuPk6,https://ipfs.io/ipfs/QmePY1DSwgS2hvU3zDKhXX87vEHZvTDsqLcG4a5jB978JM,Blue Plastic,Mantis,Cedar,Momo Maple,Young Seed,11,grass,night
61,62,Bonsai #62,https://ipfs.io/ipfs/Qmf6ze48uvSv4K3jq5gNNBgsxrHPtvaVCrueonCAtCVKLZ,https://ipfs.io/ipfs/QmTqho54yAdpRyfds9EK7AvUcidQMznb6oLzJSQvhAvoDR,Green Plastic,Robin,Elm,Summer Elm,None,0,kerria,night
62,63,Bonsai #63,https://ipfs.io/ipfs/QmPZAJJGKzbjPVjiowG7JRsavA2SJq2rp7jQZjBTZpE3Y1,https://ipfs.io/ipfs/QmNMcLsPoV2FLzWFZFfuHNPweDJ2nT24vVWjo9mdppGtY4,Green Plastic,None,Elm,Winter Elm,None,0,rock,night
63,64,Bonsai #64,https://ipfs.io/ipfs/QmPz2cffof7UufFSnVdj6XvFY6ykwkQLcRqfAKD3J4H1t2,https://ipfs.io/ipfs/QmWthPKAidJZquZd3H5QLVjZ1vBgfu6Ayo4WPT43WjZqqj,Modern Ash,Bamboo,Elm,Yakisugi Maple,None,0,None,night
64,65,Bonsai #65,https://ipfs.io/ipfs/QmeUSHXNzN3b3z2miXCHmTZVhqUpHR5dvnfNLR12qNk2FL,https://ipfs.io/ipfs/QmPvNsDocwDEpUsmGcLsqHmp8xukZx4bApxDSgrT2vcwo1,Aged Terra Cotta,Robin,Cedar,Momo Maple,None,0,rock,day
65,66,Bonsai #66,https://ipfs.io/ipfs/QmP8gMJXRxZPtc9ygLYreALc7xfvKJJ2fBR7ozvtidjtfa,https://ipfs.io/ipfs/QmYZMQp18oDDLKJMn8ERC2dmCtSDrCY7MxWg271rhHtAUm,Red Plastic,None,Birch,Fall Simple,None,0,None,night
66,67,Bonsai #67,https://ipfs.io/ipfs/QmczTf2CtVGK4A6WT5kNhxt7DW5gjo4qUkYHBaPgZfygzk,https://ipfs.io/ipfs/QmNpPr9J34J2EqPrhk7h6YqqAKsVBSSkV2cheswKqKFfDe,Red Plastic,Mantis,Wenge,Winter Elm,None,0,rock,day
67,68,Bonsai #68,https://ipfs.io/ipfs/QmedSxykDjkJmY5hCmBnVfcY6VF54K2rNqX9e3Di3ah3Dv,https://ipfs.io/ipfs/QmTS4civmM3rwv7JKPVbq8RUbD6UaLW7hg3hqR1PGGHkZC,Modern Ash,Golden Mantis,Yakisugi,Summer Elm,None,0,None,night
68,69,Bonsai #69,https://ipfs.io/ipfs/QmeusFqJDKhoqy7z2kVUrpuDsxJxWW8LJ4pSa7uiGc9x8C,https://ipfs.io/ipfs/Qmeardm33pXVfiENWbjs6mwFcr7N1zsaubfeMpChQLEggC,Red Terra Cotta,Mantis,Birch,Momo Maple,None,0,grass,night
69,70,Bonsai #70,https://ipfs.io/ipfs/QmPU7fKx2TMscEpbSA9R9cBu6nKn8Tp28nqM4ReEzsg8BB,https://ipfs.io/ipfs/QmWSgrJniQPhiczabR3Tr9cL5W8MyNaFZ7o3VMg8Ucc3o6,Midnight Clay,Golden Mantis,Birch,Summer Simple,Lemon,11,grass,day
70,71,Bonsai #71,https://ipfs.io/ipfs/QmQ4Fcvzw4QRG8xQnA4WhhHHu4njacHGhsahpNkPixVtPV,https://ipfs.io/ipfs/QmPKSRQWwiaSdDDDmuWbRkSs5qrR7x7wYnMfZCQPaCQAmJ,Midnight Clay,None,Yakisugi,Summer Simple,None,0,None,night
71,72,Bonsai #72,https://ipfs.io/ipfs/QmZALHHJUMNxXDrYCERZoADeAYGkjjgbo61pAW9KWCsz8u,https://ipfs.io/ipfs/QmQ5H94Yn5y1RQ4RG4riWdXy4kgcWcxxQdzmEN4CGR5EVV,Modern White,None,Wenge,Red Maple,None,0,rock,day
72,73,Bonsai #73,https://ipfs.io/ipfs/QmNNKH5ErsYnkaSctgBKP2Zs9zffV3ezLB7fvHzSvQjesX,https://ipfs.io/ipfs/Qmaax7wb3UjWHt1GZrwtwRzttYRT5oZ5qKNkh9Kh281Kjb,Aged Terra Cotta,Bamboo,Wenge,Winter Elm,Young Seed,16,None,night
73,74,Bonsai #74,https://ipfs.io/ipfs/QmeZvQgQ5cvorvVWX3XyYXGBn1woyydqrWhC1JcfAJ52zW,https://ipfs.io/ipfs/QmSWhKcC3e8etJkdcKHESBpQgeEXrHcodDRr5tM8FmJSwU,Modern Ash,None,Birch,Sakura,Old Seed,16,None,day
74,75,Bonsai #75,https://ipfs.io/ipfs/QmX3XzsjYSXnVjitfdZTd3YhDRTtV1m4LE53TLKbmDddm6,https://ipfs.io/ipfs/QmPCeFfXzqBunW1rKi2KTDrH59zCEcwQ9JC9Xwpo2ahCM7,Sunset Clay,None,Wenge,Golden Maple,Fuji Apple,16,rock,day
75,76,Bonsai #76,https://ipfs.io/ipfs/QmbSEfGLmPGDFdGcdZENPmYHxf9V8NWgpTGi9MTg6BRYRd,https://ipfs.io/ipfs/QmYFeK6rD1nmPAbLrznF7KDSb1xjn13QKWEo66MqjhJhv2,Red Terra Cotta,None,Elm,Fall Simple,None,0,kerria,day
76,77,Bonsai #77,https://ipfs.io/ipfs/QmVcNANejrRZwfsWamnb333zoN273fJAAxsL8qE8A1yCm2,https://ipfs.io/ipfs/QmaPJMETzCD72BPY8rkVdLN3r22aBbehz4uE6dzc3b1vF5,Modern White,Magpie,Birch,Red Maple,Young Seed,11,None,day
77,78,Bonsai #78,https://ipfs.io/ipfs/QmeYXsF51YqZcuqT5KMkoCPTFYbAse447cyR5UR235DqqH,https://ipfs.io/ipfs/QmQRsXnWuf3GuyN1AJiybs9LyFrMhUfCuqPdzqv8zX9zvj,Blue Porcelain,Mantis,Golden,Fall Simple,None,0,None,day
78,79,Bonsai #79,https://ipfs.io/ipfs/Qmcr47SoUU52VupxKKT1bbtJMAtMFiL2NaQmHJTcFLp8ED,https://ipfs.io/ipfs/QmZ2LucWSiLoWTKn3My3iprdmKn81mo9CExkieHvn9zaQk,Red Plastic,None,Elm,Sakura,Lime,8,rock,night
79,80,Bonsai #80,https://ipfs.io/ipfs/Qmc3S7FugWBBqpnjL9ijMood7MHWghWEpfNB8uSGpwyvse,https://ipfs.io/ipfs/QmYsfGTUMWVdTfxJ9Qv5EVoq6NUYk8C5hLcj8jsicqmB53,Modern Ash,Bamboo,Ancient,Red Maple,Fuji Apple,15,None,day
80,81,Bonsai #81,https://ipfs.io/ipfs/QmVVKUQFbp7wxYhxqeHVAY7oEKnS1TkyQvRGpXcq7jNdvK,https://ipfs.io/ipfs/QmYoM2pezz7BigVarsLsVtrNLpiTr66XReWFaAW1YCkukx,Modern Ash,None,Cedar,Summer Elm,Old Seed,10,None,day
81,82,Bonsai #82,https://ipfs.io/ipfs/Qmax43ggwvn3LXcZmHGzJZvWMPJQxAgUoEC5NiiVNzS2mt,https://ipfs.io/ipfs/QmUFUunWTZMjhJgjn5rV9uN6tW4Mkw3ggYfKJMQRxKVTxA,Sunset Clay,Magpie,Cedar,Momo Maple,Yakisugi Apple,15,None,night
82,83,Bonsai #83,https://ipfs.io/ipfs/QmUkcaRzGFHBKeeVLHKPCAKPaNWtLvfVZvyDcCtKdMM94z,https://ipfs.io/ipfs/QmSLVEcykV2AfVymhKe33Vi5NHQSCtq1tV1ZetXrpJKyAT,Modern Ash,Robin,Elm,Yakisugi Maple,None,0,None,day
83,84,Bonsai #84,https://ipfs.io/ipfs/QmNQ9Ky5tGf4ym8heZNySgt9M48it2x7kzy27vq5QKdVXZ,https://ipfs.io/ipfs/QmY9zUqcAAzFbN6iPa2HR3CeocxQiuW86xjWg7wKEm7MrC,Blue Plastic,None,Birch,Yakisugi Maple,None,0,None,night
